video_id,caption,label
46-s03e12,"[ ( sara and catherine are in the lounge . ),  ( catherine sits at the table reading a large reference book . ),              ( sara sits down . ),                ( quick cgi to : the image of noraeaston with a light that travels down from inside her brain following a path through the endocrine system as catherine narrates . ),    ( end of flashback . ),  ( resume to present . ),      ( nick walks into the room . ),            ",1
47-s03e12,"[ ( catherine interviews noraeaston . ),  ( catherine puts a photo of the shirt on the table . ),        ( nora shakes her head . ),                ( quick flashback to : noraeaston opens her father s bedroom door and finds daniel and kelly on the bed . ),    ( nora is surprised , shocked and jealous . ),  ( she sees her mom with the bracelet . ),  ( then she sees her father kissing her mother . ),  ( cut to : noraeaston sits in front of her mirror clutching her stomach . ),  ( she opens the drawer and pulls out the bottle of vitamins . ),  ( she takes one . ),  ( camera cuts and shows nora looking at a a framed photograph of herself and her father . ),  ( cut to : nora is in the kitchen washing the dishes . ),  ( kellyeaston walks up behind her and covers nora s eyes . ),    ( nora grabs the frying pan and swings it , hitting kelly on the forehead . ),  ( kelly hits the edge of the counter before falling to the floor . ),  ( dead . ),  ( nora reaches over and takes the bracelet from kelly . ),  ( kelly slides along the floor out of camera frame . ),  ( end of flashback . ),  ( resume to present . ),                                ( the officer in the room moves behind noraeaston to handcuff her . ),        ( they take her out of the room . ),  ( brass sighs . ),            ( catherine gathers her things . ),        ",1
0-s05e13,"[ ( camera pans past a large sign: ),  ( a large construction machine moves along the cleared land . ),  ( from the command office , the foreman walks out of the trailer with a cordless phone in his hand . ),  ( he s not pleased . ),  ( he heads over to the man driving the bulldozer . ),      ( he waves his arms high in the air trying to attract joe s attention , but the machines are just too loud . ),  ( he continues to head toward joe . ),      ( the machines continue to drown out his voice . ),  ( the foreman walks closer to the work area . ),              ( joe continues to work . ),      ( at the sound of her voice , the foreman pulls the phone away from his ear and looks away . ),  ( suddenly , his face turns grim as he sees something in the ground in front of him . ),  ( cut to : a pair of a woman s legs half buried in the ground , her high-heeled shoes still on her feet . ),  ( nick looks around the area where the body is . ),  ( he s wearing a bandana over his nose and mouth to keep from breathing in the dry dirt . ),  ( the dirt around the body is marked by little yellow flags . ),  ( in the back , catherine walks with the foreman toward the site . ),        ( they reach the site . ),  ( the officer stops the foreman . ),  ( catherine passes nick , who is busy filling up the marker with paint , and heads over to warrick , who is examining the body . ),          ( warrick looks at the partially buried legs . ),        ( he pokes at the black stuff with his finger . ),                ( the drivers of the machines start their engines and dig around the body . ),  ( the machines dig a hole around the body encased in tar . ),  ( nick works on excavating the body . ),  ( as he works , catherine and warrick discuss the body off screen . ),              ( nick brushes away the dirt from under the body and finds a skeletal foot . ),    ( nick pulls his bandana away from his mouth . ),      ( catherine and warrick walk toward nick . ),      ( camera zooms in through the skeletal foot through all that decay and ends up inside where the skull is focusing on the yellow teeth . ),  ( end of camera zoom . ),  ( resume to present . ),    ( catherine raises the camera , looks through the lens and snaps a photo . ),",1
1-s05e13,"[ ( the large block of tar and rock containing the two bodies now rests on an examining table in the middle of the autopsy bay . ),  ( DavidPhillips and the other coroners wheel in the large x-ray equipment . ),  ( quick flash to an x-ray image of a skeletal chest is burned onto film . ),  ( DavidPhillips adjusts the x-ray equipment , pulling it up to the middle of the block . ),  ( quick flash of an x-ray image of a skull as it s burned onto film . ),  ( DavidPhillips adjusts the x-ray equipment , pushing it down the block . ),",0
2-s05e13,"[ ( the x-ray images of the two bodies in the tar block are out on the table . ),  ( doc robbins goes over the images with catherine . ),              ( catherine points to the wire across the skull s teeth . ),              ( suddenly , grissom appears in the doorway , his face alight with eagerness . ),    ",0
3-s05e13,"[ ( the block of tar . ),  ( the camera slowly pulls away from the block of tar . ),  ( we find catherine and grissom standing over it trying to figure out how to get to the evidence inside . ),            ( grissom smiles knowingly . ),            ( camera refocuses on the pair of shoes sticking out of the tar block . ),  ( cut to : catherine uses a drill and bores a hole into the tar block . ),  ( grissom places a funnel into the holes that catherine drilled . ),  ( they line up down the middle of the tar block . ),      ( cut to : they fill a canister up with liquid nitrogen . ),  ( grissom pours the liquid into the funnels . ),  ( he fills up three funnels . ),  ( on the fourth funnel ... ),  ( quick cgi pov : camera zooms down into the funnel following the liquid into the tar block . ),  ( the liquid nitrogen freezes the tar . ),  ( end of cgi pov . ),  ( resume to present . ),  ( grissom uses a hammer and hand axe and taps the block down the middle following the line of funnels . ),    ( grissom hits the hammer hard and the block breaks neatly into two pieces . ),  ( catherine s impressed . ),  ( cut to : both catherine and grissom work on one of the blocks , using hand canisters to spray liquid nitrogen , and chip away at the pieces of tar to get to the body inside . ),  ( cut to : they continue working on the block , exposing more and more of the body inside . ),      ( they move over to the second tar block and start working on that . ),  ( they spray and chip at the block . ),  ( grissom gets a piece of tar loose and lifts it up . ),  ( he peels the tar piece off . ),  ( the skull inside collapses and crumbles . ),  ( grissom stares at the broken skull . ),  ( he turns and looks at catherine . ),    ( catherine clears her throat . ),  ( grissom glances down at his watch . ),                ( grissom takes his glasses off . ),      ( he turns and makes his escape , leaving catherine exasperated . ),",0
4-s05e13,"[ ( greg is standing in front of his mirror in a suit and tie . ),  ( he s straightening his hair trying to get it to stay down . ),  ( sara walks into the locker room . ),  ( she sees greg and stops . ),                  ( sara puts her bag in the locker . ),  ( she takes her jacket off . ),        ( sara grimaces . ),      ( she hangs up her jacket and turns to give greg some advice . ),      ( catherine pokes her head in the doorway . ),      ( catherine leaves as sara turns around . ),",0
5-s05e13,"[ ( DavidPhillips examines the remains . ),  ( he touches the skull and lifts up the arm . ),  ( he takes a swab of some of the bloodstains on the victim s clothing . ),  ( he tests it . ),  ( it turns pink . ),  ( sara sprays the inside of the piece of tar covering the victim s face as she prepares to reconstruct the victim s face . ),  ( she mixes the molding and pours it into the tar piece . ),  ( nick examines the victim s clothing and checks the clothing label . ),  ( meanwhile , DavidPhillips takes out the bone pieces that he s been boiling . ),  ( he adds more bone pieces to put back into the pot . ),  ( he removes the wire mouthpiece from the batch and sets it aside . ),  ( sara removes the mold from the tar piece . ),  ( she flips it over and looks at the mold of the woman s face . ),  ( later back at the forensics lab , doc robbins is fitting the pieces of the broken skull back into place . ),  ( the cleaned skull is set on a stand . ),  ( he turns the skull around to examine the back . ),  ( sara has the victim s mask on a stand as she paints the face in a flesh-colored tone . ),  ( she continues to work . ),  ( various dissolves as she finishes . ),",0
6-s05e13,"[ ( sara finishes the face and places it on the table , face away from her . ),    ( catherine , warrick and nick are standing in the doorway . ),        ( they walk in and take a seat at the table . ),  ( catherine sits next to sara ),    ( catherine turns the mold of the victim s face toward her . ),              ( sara looks at the photos of the victim s hands . ),                ( davidhodges enters the room . ),          ( quick cgi pov to : the body in the tar block decomposes . ),  ( in fast motion , the rotting flesh off the skull slides off , revealing the muscle under it . ),  ( the muscle rots , slides off the skull and dries up . ),    ( camera swings over to the soil underneath , showing the liquid flesh dripping off the bones and seeping into the soil under the corpse . ),  ( end of cgi pov . ),  ( resume to present . ),        ( hodges turns and leaves the lab . ),    ( sara looks at the photos . ),    ",1
7-s05e13,"[       ( the nurse carries in a file box . ),  ( she walks over to sara who is sitting behind a desk . ),      ( the nurse opens the file box . ),      ( the nurse leaves . ),  ( sara opens the first file folder and looks at the photo inside of a blonde-haired woman with bruises on her face . ),  ( she opens a second file folder and compares the battered woman s photo to the photo of the mold of the victim s face . ),  ( no match . ),  ( she sets the file folder aside and continues . ),  ( in the voice over background noises , we hear the muffled sounds of a man and a woman yelling . ),  ( flash to : sara rubs the back of her neck as she goes through the file folder . ),  ( another flash and we get a close up of sara nervously twitching her thumb . ),  ( she closes the file folder and sets it aside . ),  ( various flashes of : sara continues to go through the file folders , viewing photos of battered women and comparing it to the photo of her jane doe top . ),  ( finally , she finds a photo that matches her mold . ),  ( she looks at the admission record: ),",0
8-s05e13,"[ ( catherine opens the door . ),  ( andrew melton arrives with his very young wife , june . ),    ( june turns around and obediently sits down in the hallway chair . ),  ( andrew melton enters the interview room . ),    ( catherine closes the door behind him . ),  ( andrew melton sits at the table . ),  ( sara glares at him . ),                          ( catherine watches sara . ),  ( she turns back to andrew melton . ),              ( catherine turns to sara , surprised by what she s saying . ),                                    ( catherine s eyes widen and jaw drops . ),  ( andrew melton gets angry . ),  ( catherine puts a hand to her forehead as the entire interview falls apart . ),                    ( andrew melton gets up and heads for the door . ),  ( he leaves . ),  ( june stands up as he steps out into the hallway . ),  ( with a last glance at the interview room , he leaves . ),  ( catherine and sara walk down the hallway . ),              ( catherine lets that one slide . ),          ( they stop walking . ),  ( in the back of the hallway , conrad ecklie steps out of the lab and sees catherine and sara . ),          ( sara turns and looks at ecklie . ),    ",1
9-s05e13,"[ ( the office door opens . ),  ( ecklie and sara step inside . ),      ( ecklie walks around the desk and sits down . ),        ( sara remains standing . ),  ( ecklie opens his desk drawer and takes out a file folder . ),                            ( sara turns and leaves the office . ),",0
10-s05e13,"[ ( catherine walks into the lab where warrick is working . ),  ( he looks up as she sighs . ),                      ( warrick picks up a lacey s pocket dictionary  . ),    ( hidden inside the pages of the dictionary is a set of camera booth photos of svetlana and a young dark-haired man . ),          ",0
11-s05e13,"[ ( catherine is walking through the hallway when greg catches up with her . ),                    ( catherine walks away from greg , leaving him stunned in the hallway . ),",0
12-s05e13,"[ ( a set of clothes are set out on the table . ),  ( warrick and nick stand near the table . ),        ( nick picks up a slip of paper from the table . ),                      ( warrick checks the inside lining of the pants pocket . ),    ( he chuckles as he finds the ink smudge inside the lining . ),          ",0
13-s05e13,"[ ( ronnie litre processes the writing on the pocket lining for nick . ),      ( nick reads the writing . ),                          ( nick nods . ),",0
14-s05e13,"[ ( brass and nick walk into the beauty shop . ),  ( they walk up to the reception counter . ),  ( brass clears his throat . ),            ( brass and nick walk around the counter . ),  ( a tall woman walks up to them . ),                            ( nick walks past her and starts looking around the back . ),  ( chloe turns her attention back to brass . ),                              ( chloe daniels sits behind her desk . ),  ( brass and nick sit across her . ),  ( brass shows her the camera booth photos found in svetlana s pocket dictionary . ),                                          ( nick looks around the office at the framed photos of happy couples . ),  ",1
15-s05e13,"[ ( brass and nick interview ken wellstone . ),      ( brass holds out the camera booth photos . ),  ( ken wellstone looks at them . ),                                  ( ken is stunned momentarily silent . ),          ",0
16-s05e13,"[ ( nick walks into the darkened room carrying an als . ),  ( he swings the light around as she walks into the room . ),  ( nick pulls away the bed cover and looks at the bed sheet under the als . ),  ( nick looks under the dining room table . ),  ( he turns the als off . ),  ( he shines his flashlight on the carpet and sees some discoloration . ),  ( he cuts a swatch of the carpet off . ),",0
17-s05e13,"[ ( sara is sitting at her desk , a beer bottle in her hand , when someone knocks on the door . ),  ( using the remote , she turns the stereo off . ),  ( the background music stops . ),  ( she stands up and answers the door . ),  ( she opens the door and finds grissom standing outside her front door . ),  ( she sighs . ),      ( she steps back to let grissom in she lifts her beer bottle at him . ),      ( he steps into the room . ),  ( sara closes the door . ),  ( grissom turns around . ),          ( she sighs . ),          ( sara walks around the room and stops in front of the chair near her desk . ),            ( standing a room apart , sara takes her best shot at giving him an explanation . ),            ( sara takes a breath , but before she can say anything , grissom explains . ),      ( sara sits down . ),                ( sara stares at grissom . ),",0
18-s05e13,"[ ( sara and grissom sit facing each other . ),  ( the light from the setting sun filters through the darkening room . ),                                  ( sara starts to cry . ),  ( grissom reaches out and holds her hand . ),",0
19-s05e13,"[ ( hodges works on processing the black spot found on ken wellstone s carpet . ),  ( he also takes a bit of the tar from the tar block . ),",0
20-s05e13,"[ ( brass interviews ken wellstone . ),  ( brass shows ken wellstone two photos . ),                          ( brass looks blankly at ken . ),  ( he reaches into his jacket pocket , takes out his wallet , opens the wallet and takes out a folded slip of paper . ),  ( he opens the paper and reads the note . ),  ( brass holds out the file folder . ),    ( ken drops the open note on the file folder , words-side up . ),                                  ( ken suddenly becomes very quiet . ),      ( quick flashback to : svetlana pleads with ken . ),              ( he leans forward and kisses her . ),  ( he straightens and punches her in the face . ),  ( end of flashback . ),  ( resume to present . ),  ",0
21-s05e13,"[ ( warrick is spraying the clothes with luminol . ),  ( as she blood spatter lights up , he places little arrow stickers on the material to show where the blood is located . ),",0
22-s05e13,"[ ( warrick reports his findings to catherine . ),              ( quick flash of : [_beauty_shop_] svetlana fights with her attacker . ),    ( end of flashback . ),  ( resume to present . ),          ( they both turn and walk into the a/v lab where nick is . ),  ( nick is going through the various photos of the mail-order brides on the internet at ivanawife [_dot_] com . ),    ( nick chuckles . ),    ( he stops at one and reads what the woman wrote . ),                                    ( catherine turns and leaves . ),  ( warrick chuckles . ),  ",1
23-s05e13,"[ ( brass , chloe daniels , vlad and some police officers stand outside the beauty shop . ),        ( brass hands the warrant over to chloe . ),  ",0
24-s05e13,"[ ( catherine looks around the main area . ),  ( she stops at the table with an open shears holder . ),  ( catherine takes a pair of scissors out of the holder and looks at it . ),    ( quick cgi pov of : a fingertip is cut off with the pair of scissors . ),  ( end of cgi pov . ),  ( resume to present . ),  ( nick looks around the area . ),  ( he picks up the appointment book and looks at it . ),  ( he puts the book down and snaps a photo of it . ),  ( catherine walks up to a station and uses the als on the wall . ),    ( nick walks over . ),        ( catherine notices the different chairs . ),    ( she reaches out and removes the vinyl from the chair . ),    ( under it , the back of the chair is smudged . ),",0
25-s05e13,"[ ( warrick shows catherine what he s found . ),              ( as he talks , warrick takes the smudge pattern from the chair and digitally matches it to one of the camera booth photos of svetlana . ),  ( he flips the smudge over and matches it perfectly to the photo . ),    ( quick flash of : [_beauty_shop_] someone throws the hair dye at svetlana . ),  ( the metal pan hits the floor . ),  ( the person throws svetlana against the chair . ),  ( she hits the chair with her face leaving the smudge behind . ),  ( end of flash . ),  ( resume to present . ),      ( catherine enhances the locket in the photo . ),  ( she recognizes the locket . ),  ( quick flash to : [_june_] june is wearing a similar locket around her neck . ),  ( end of flash . ),  ( resume to present . ),        ",1
26-s05e13,"[ ( andrew melton reads through the warrant . ),  ( june melton stands next to him . ),  ( brass and the officers wait . ),          ( in the kitchen , catherine looks at the chain and padlock around the refrigerator door . ),    ( warrick notes that all the kitchen cupboards are also padlocked . ),                ( warrick holds up the phone with the cord removed . ),      ( andrew melton finishes reading the warrant . ),  ( seeing that he s done , brass mentions what they re there to collect . ),    ( andrew melton steps toward june to remove the necklace himself . ),  ( brass stops him . ),          ( brass reaches out and undoes the necklace clasp as andrew melton glares jealously at brass . ),  ( he swallows hard . ),",0
27-s05e13,"[ ( catherine scans the necklace into the computer , magnifying it and examining it at the same time . ),  ( she finds some blood on the clasp . ),  ( she takes a sample and tests it . ),  ( the paper turns pink . ),",0
28-s05e13,"[ ( catherine meets with warrick and nick . ),        ( quick flash to : andrew melton kneels down over svetlana s dead , bloodied body and removes the necklace . ),    ( he puts the necklace in his pocket . ),  ( end of flashback . ),  ( resume to present . ),                                  ",1
29-s05e13,"[ ( ronnie puts two enlarged writing samples - one of ken  from the note , and the other of kie  from the appointment book - one on top of the other to compare the two . ),  ( nick watches . ),      ",0
