video_id,caption,label
18-s03e12,nancy_linden so  this was  is fred s desk nancy_linden nobody s touched it since they took him away nancy_linden it s bad luck nancy_linden middle desk is martygibson nancy_linden the one on the end is clydehinton grissom thank you warrick poison could ve come from any of these sources here grissom oral fixation you think  grissom constant need for gratification  warrick in every way warrick this guy was like the monster closer warrick you ever buy a brandnew car  griss  grissom depreciation does nt make it a logical investment warrick it s not about logic warrick it s about that smell warrick there s nothing like the smell of a brandnew car marty_gibson how right you are marty_gibson martygibson grissom we re not buying  we re looking grissom if we need any help we ll let you know marty_gibson sometimes it s not about what you need  sometimes it s about what you want grissom you always  uh  lock your drawers  grissom huh grissom you re the one who superglued fred s phone grissom chewing gum  will turn any mouth black for days  warrick warrick brown grissom i get it grissom you re the funny guy clyde_hinton you know the definition of kismet   mr grissom  grissom do you know the definition of attempted murder  mr hinton  clyde_hinton just go with me for a second grissom go with you where  clyde_hinton come on  kismet  grissom fate  or destiny grissom it s from the arabic word meaning to distribute  or divide up clyde_hinton smart guy clyde_hinton destiny is what you make of itit s what gets distributed to me while the other guy s washing the stain off his lips fred_stearns well  boys  just closed another fatty fred_stearns two hours of schmooze  fred_stearns i ca nt lose marty_gibson your lips fred_stearns clyde  clyde_hinton do nt worry  freddy clyde_hinton i ll handle the client clyde_hinton look  everyone tries to get an edge in this business clyde_hinton i use jokes warrick fred stearns just passed away warrick again grissom dead guy grissom not funny,0
19-s03e12,robbins okay  david  take two,0
20-s03e12,brass no luck on amyennis s next of kin the austin pd is still working on it catherine well  we know that she had a kid brass well  she gave birth brass that does nt mean that she had a kid catherine so  what  we ve got nothing  brass we have a mercury sable  uh  texas plates  found in the lot of the tangiers hotel brass she s the registered owner brass they re bringing it in now,0
21-s03e12,david_phillips if the poison was administered orally i may know how it got into the bloodstream david_phillips gastric ulcer david_phillips in a healthy  functioning stomach  david_phillips  mucosa lines the walls and prevents the hydrochloric acid from burning the organ itself david_phillips but if h pylori gets in there  sends the whole system offbalance  stops the mucosa  and causes an ulcer david_phillips opens a direct channel from your digestive tract straight into your bloodstream david_phillips i know a lot about stressrelated ailments robbins any word yet on a poison  grissom tox screen ruled out the ink gum robbins it could ve been a factor  though robbins uh  gum churns up stomach acid  instant inflammation grissom i do nt care about his indigestion  doc grissom we need to know what killed him,0
22-s03e12,sara well  she was nt in town on business nick what s that  nick oh  nick depends on what her business was  i guess sara nothing risqué about the rest of her wardrobe nick maybe she got it here nick she could ve met somebody  you know nick okay  i m going to fume sara okay,0
23-s03e12,catherine according to greg  the hairs and the dna from the toothbrush are a match to the vic catherine what about the prints from her car  nick i thought i messed it up  so i ran it twice nick no errant prints  all a match to the same woman catherine amyennis nick no amyennis  in the database catherine well  amyennis is our vic catherine it s her car nick prints came back to somebody named kellyeaston  catherine kellyeaston  easton  174 storm cloud lane  nick what s the first thing you do when you do nt want to be found  catherine leave town nick yeah  and change your name,1
24-s03e12,catherine  want to mulligan on your first story  catherine divorced   daniel_easton what the hell was i supposed to say  daniel_easton my wife went out to get her hair done and never came home catherine well  maybe you gave her a reason to leave catherine spousal abuse  cheating daniel_easton aaww  you people daniel_easton you know  you were here five years ago with your grid searches  your dogs  your cadets  you came up empty daniel_easton you give me a good reason why my wife left me  i d love to hear it  because i tried the truth daniel_easton i did nt know what happened daniel_easton you know what i got for it  daniel_easton they all think i killed my wife daniel_easton her parents sued me for custody daniel_easton i lost my job  my friends daniel_easton only thing i got left are those kids and this house catherine okay  you did nt kill her catherine at least back then,0
25-s03e12,sara i do nt think these belong to dad catherine could place mrs easton at the house,0
26-s03e12,daniel_easton she came back about a month ago daniel_easton doorbell rings daniel_easton huh  what do you say  amy_enniskelly_easton hi sara you tell me sara whatever it is  it must ve worked sara she was back in your bedroom daniel_easton well  they say time heals all wounds daniel_easton it s crap daniel_easton i hate her for what she did to us  but i swear  it was the first time i felt anything in five years,0
27-s03e12,no dialogue,0
28-s03e12,no dialogue,0
29-s03e12,charlie_easton so  she s really dead  nick yeah nick yeah  i m sorry charlie_easton figures nick how s that  charlie_easton she left without telling us charlie_easton figures she d die the same way nick i do nt think your mom knew she was going to die  bud charlie_easton whatever,0
30-s03e12,nora_easton last time i saw my mother  i was  in seventh grade nora_easton she handed me my lunch and said  see you after school  catherine did you know that she was back  nora_easton i thought that she was dead nora_easton can i sit down  catherine yeah  sure catherine nora  i m sorry catherine i know this has got to be very hard on you and your brother nora_easton and my dad catherine is your dad seeing anybody  catherine does he have a girlfriend  nora_easton how could he ,0
31-s03e12,no dialogue,0
32-s03e12,no dialogue,0
33-s03e12,nick this is where i found the hairs  in between the packages of frozen peas catherine mrs easton was a brunette nick and we found a warehouse worth of frozen peas at the landfill catherine lack of swelling  clean fractures  she was frozen catherine skin and muscle would ve lost elasticity catherine fracture planes would ve passed through in a straight line nick i m thinking somebody in this family stuck her in here  waited til trash day catherine well  the garbage tells us how she was killed catherine now i want to know who,1
34-s03e12,warrick that unknown substance i collected from martygibson s coat grissom possibly reptilian skin  warrick how d you know  grissom tox report grissom the organic poison came back snake venom grissom i think maybe it s time to open a relationship with martygibson,1
35-s03e12,grissom we found reptile skin on your jacket sleeve grissom so  unless you re shedding  we want to know how it got there marty_gibson whoa  gentlemen  slow down marty_gibson can i get you a cup of coffee  marty_gibson nanci   grissom no  thank you marty_gibson doughnut  marty_gibson everybody loves doughnuts marty_gibson nanci grissom no doughnuts warrick fred stearns dropped a dime at girls  girls  girls and wrote it off marty_gibson kaido computers marty_gibson software guys are nuts  into the kinky stuff marty_gibson end of the day  they re driving fred s cars warrick neiman marcus  jewelry department  marty_gibson fred knew you got to spend money to make money warrick well  here s a freaky one warrick since when are two dozen mice a business expense  marty_gibson since i got the pet place to buy a minivan from me marty_gibson my cousin works there marty_gibson you got kids  marty_gibson i could put you in a wagon way below sticker grissom marty  what d you do with the mice  marty_gibson what do you care  marty_gibson you going to arrest me for blurring the lines  grissom no grissom we were leaning towards murder,0
36-s03e12,marty_gibson watch your step marty_gibson you guys are completely overreacting marty_gibson it s just a hobby marty_gibson see  marty_gibson fuzzies marty_gibson they re food warrick you know it s illegal in the state of nevada to have venomous snakes  marty if you handle them correctly  snakes are harmless marty i know what i m doing grissom yeah  that s what we re afraid of,0
37-s03e12,daniel_easton i did nt even know she was dead daniel_easton thought she d just left me again brass well  it s a good thing you did nt tell the kids mom was back lawyer my client agreed to talk to you  not be harassed by you brass you re right brass well  you were excited to see her brass why would nt the kids be  daniel_easton i m an adult brass that s right  you re an adult  knowledgeable  experienced  aware of nevada statutes  chapter 156  administration of estates of missing persons daniel_easton it s a matter of public record daniel_easton we ve been filling out those forms for five years brass you re jumping the gun brass it s four years  11 months  one week daniel_easton so what  brass well  in three weeks  mrs easton s estate can be distributed to her husband brass you had a half a million dollar life insurance policy on your wife daniel_easton and she had one on me daniel_easton we did that for the kids brass but you re not dead  and she was nt either  two days ago brass you know  for an unemployed guy you re doing a lot of spending brass i mean brass  tiffany s  la perla international watch company  expecting a windfall  lawyer do nt answer that lawyer you re fishing brass no  i do that with a pole brass no  i m just thinking out loud brass your wife disappears brass five years after the fact  you get the money brass you ve earned it  it s yours  but she screwed you up brass she showed up daniel_easton i did not kill my wife brass what happened  daniel  brass the sx was nt as good as you remembered it  or the money was better  brass what happened ,0
38-s03e12,jessie_menken scales found on your suspect s jacket are keeled jessie_menken diamondback rattlesnake jessie_menken his others  smooth scales jessie_menken a snake fang is basically a hypodermic needle jessie_menken oral glands hold in the venom  like the barrel jessie_menken when aggravated  the jaw muscles push on the toxin  like a plunger grissom only  our victim did nt have any puncture wounds jessie_menken well  your guy s probably pretty comfortable with his collection  otherwise  he d be dead  which means  he could ve milked this one grissom and brought the venom with him to the dealership grissom well  the trace lab found venom proteins in his coffee cup grissom could that have killed him  jessie_menken well  i know a lot of hot shots who drink the stuff  manly  daredevil bs jessie_menken  and they re still alive grissom because typically  the stomach acids would kill the venom before it reached the bloodstream  but if you had an ulcer jessie_menken hmm  then you re seriously screwed jessie_menken was there an abnormal tissue death  jessie_menken necrosis  grissom no jessie_menken that rules out his diamondback rattlesnake jessie_menken rattler venom s hemotoxic jessie_menken it means it predigests the tissue before swallowing grissom well  the elisa test came back positive for alphaneurotoxins well  your guy likes them mean jessie_menken so jessie_menken these other two could ve done the job  both neurotoxic grissom which would send the body into complete and total paralysis  right  grissom explaining why the victim ended up in the morgue the first time,1
39-s03e12,greg okay  blood from the bedroom chair and the kitchen belong to mom catherine that s what i figured greg hair from the freezer  nicely preserved  by the way  and hairs from the bedroom pillow  also the victim s catherine okay  this is all great  but  uh  why the 911 page  greg the moral of my story  share and share alleles greg pubic hairs in the bed  not mom s catherine the daughter catherine dad did have a new girlfriend,0
40-s03e12,nora_easton the bracelet was a gift catherine from your father catherine diamonds and platinum  that s  uh  pretty fancy nora_easton guess he thought i deserved it catherine why  nora_easton for taking care of everything catherine everything  nora_easton laundry  groceries  carpool for charlie catherine is that it  catherine nora catherine i d really like to help you and your brother  but i ca nt unless you talk to me catherine we found evidence of you in your father s bed nora_easton my father loves me nora_easton oh  my god catherine are you lactating  catherine you re pregnant,0
41-s03e12,catherine you sick son of a bitch catherine did you think we were nt going to find out she was pregnant  daniel_easton who  catherine oh  stop it catherine your daughter daniel_easton nora is pregnant  catherine cut the clueless routine daniel_easton what are you accusing me of  amy_enniskelly_easton daniel  catherine your wife came back and saw what you were doing catherine so  you killed her  and you tried to buy off your daughter with a diamond bracelet daniel_easton i bought that for my wife catherine your daughter s telling a different story daniel_easton nora  daniel_easton how could she even know about catherine i m going to nail you for murder,0
42-s03e12,warrick what do you mean  none   greg well  venom s like perfume  highly specific recipe greg protein ratios vary from species to species  even snake to snake greg the protein level of your three hoses  does nt match the sample taken from the vic s coffee cup warrick so  marty was telling the truth  warrick it was just a coincidence that he owns poisonous snakes  and his coworker was envenomated grissom a coincidence is a scientific anomaly grissom maybe he just got rid of the snake,0
43-s03e12,snake_handler girl called all hysterical snake_handler said a snake ate her dog snake_handler it s a monacled cobra  it s not indigenous snake_handler comes from southeast asia snake_handler i asked her where she got it from snake_handler she said her coworker asked her to snakesit grissom martygibson snake_handler mmhmm nancy_linden hey  you re that guy from the crime lab nancy_linden well  you re a little late nancy_linden bstrd told me he had a surefire way to win the cabo trip  and that he d take me with him if i just watched his snake for a couple of days nancy_linden i ca nt believe what an idiot i am nancy_linden never trust a car salesman grissom what else did you do for marty  nancy_linden well  not that grissom did you get him coffee  nancy_linden oh  well  now i do grissom now you do  nancy_linden yeah nancy_linden it used to be marty  the goodwill guy who got coffee for everybody else  but now  since fred s dead  he s moved up a desk grissom the goodwill guy  grissom  nancy_linden the guy with no client list of his own  has to live off the handmedowns of the others fred_stearns hey  marty  uh  sure could use another refill marty_gibson you want anything  fred_stearns easy on the sugar marty_gibson coming right up grissom well  sometimes access is all you need,1
44-s03e12,marty_gibson nanci marty_gibson do you know what a syllogism is  mr gibson  grissom syllawhat  marty_gibson a syllogism marty_gibson aristotelian logic marty_gibson two premises equal one conclusion marty_gibson_and_grissom_both a  plus b  equals c  grissom right grissom so  you re the snake guy grissom you re also the goodwill guy who gets the coffee grissom so  when someone is poisoned with snake venom in their coffee  a  plus b  equals you marty_gibson i busted my ass out on this floor to get a desk up there  and for what  marty_gibson so fred can make me his bitch  grissom so you kill him  marty_gibson fred killed himself marty_gibson guy was like a goldfish marty_gibson he would have eaten himself to death before he tossed me a client marty_gibson and one good client breeds seven more marty_gibson without the one  i keep slipping marty_gibson there s two directions in this business  up and out marty_gibson it s a numbers game marty_gibson i m 35 years old marty_gibson i got six guys ready to move me out marty_gibson opportunity knocks  you open the door grissom i guess it s just too bad he had an ulcer marty_gibson who does nt ,1
45-s03e12,nurse okay  if i can just have you lay back nurse all right  nora  i m going to need you to relax nurse okay  now take a deep breath nurse good nurse all right  another deep breath,0
46-s03e12,sara she s a virgin  sara what are we talking about  an immaculate conception  catherine more like the immaculate perception catherine pseudocyesis  imagined pregnancy sara it s all in her head  sara well  that would explain what she was doing in dad s bed catherine fantasizing catherine wow catherine when the desire to become pregnant is so strong hormone levels can change  setting off all the biological signs of pregnancy  sara it kind of makes sense sara hormones travel the same channels as adrenaline catherine swollen abdomen  lack of menstruation  and sometimes bilateral galactorrhea  milk production in both breasts catherine leaking can be brought on by stress catherine emotional or physical stimuli cause prolactin to shoot through the endocrine system  ending in the mammary glands  and triggering the cells to lactate  sara the father was clueless catherine about all the women in his life nick hey  hey nick check out these photos nick the two stains on the inside of the shirt we found at the dump tested positive for nora  but the stains on the outside  bloodstains  are definitely mom s catherine the bracelet was mom s catherine greg checked the epithelials sara nora s in love with her father  in an electra kind of way,1
47-s03e12,catherine nora  is this your shirt  nora_easton yes catherine can you explain to me how your mother s blood ended up on it  brass no idea how it got there  nora_easton no catherine well  you told me that this bracelet was a gift from your father catherine he claims that he bought it for your mother nora_easton oh  no nora_easton it s mine catherine i think you feel the same way about your father daniel_easton you know you mean the world to me  do nt you  amy_enniskelly_easton guess who s back  catherine and then you put your mother in the freezer and you waited until trash day nora_easton that s a horrible story catherine it s not a story catherine it s what the evidence tells us really happened nora_easton what kind of a mother would do that  nora_easton i m helpful nora_easton i do what needs to be done catherine i know catherine you take care of things nora_easton i never ask for anything  catherine and all you wanted was the one thing that you could nt have nora_easton it s not my fault nora_easton i m innocent catherine you were innocent  nora catherine you re not anymore nora_easton what are you doing  brass you re under arrest for the murder of kellyeaston nora_easton no  but i m going to have a baby  brass well  she s going to retain an attorney brass he s going to advise her to plead insanity catherine good defense brass yeah brass have you ever seen anything like this before  catherine how it manifested  catherine no catherine but the cause  catherine people throw things away every day,1
0-s05e13,foreman joe  foreman joe  foreman joe  foreman hey  joe  foreman joe  foreman phone  foreman phone  foreman i m not your damn secretary and your wife s not my boss  foreman you hear that  cheryl  foreman this is a company phone cheryl i do nt care  cheryl i want to talk to joe  foreman if this is an indian burial ground  i m totally screwed foreman i ll be in litigation for months catherine i ca nt make any promises  sir  but i do nt think the paiute wore heels officer sorry  sir officer you ca nt go in there catherine hey  catherine what s it look like  warrick well  the body s been cased in something warrick it s black warrick it s flexible  but it s pretty stubborn warrick i think it s roofing tar warrick it keeps the smell and the animals away catherine it makes our job a lot harder nick we ve got disturbed soil in a threebyfive perimeter catherine okay catherine gentlemen  catherine start your shovels  catherine do you think our jane doe was buried alive  warrick i do nt  know warrick she was nt just covered  she was completely encased warrick whoever buried her sure had access to a lot of tar warrick i m thinking a construction worker catherine nick  did you get that last soil sample  nick yeah  but i think i got something else too nick hey  guys nick check this out nick a third foot nick looks like we have another body at the bottom catherine i do nt know if she was buried alive  but  she was nt buried alone,1
1-s05e13,no dialogue,0
2-s05e13,robbins two sets of hands robbins two sets of feet robbins two skulls  two bodies robbins both appear to be female robbins jane doe bottom s curled up robbins jane doe top s laid out flat catherine this looks like  barbed wire robbins it s in her mouth robbins could be a dental appliance catherine or maybe some kind of torture device robbins you re thinking ritualistic  catherine oh  i do nt know what i m thinking grissom hey  grissom they told me you dug up two bodies covered in tar ,0
3-s05e13,grissom so grissom how you going to separate them  catherine i m not sure yet catherine obviously i ca nt saw through without potentially destroying evidence  so  if the tar were harder  i could chisel it catherine if it were softer  we could peel it off grissom i have an idea catherine of course you do  but last i checked  the backlog on grave was about  mmm  a hundred cases  grissom you ve been spending too much time with ecklie grissom i m off the clock grissom i came in early for this catherine you ever done this before  grissom nope  but i do know that tar becomes as brittle as glass at about minus two hundred degrees catherine okay  mr wizard catherine not much left of her but the clothes grissom well  let s see what our other one looks like  shall we  grissom huh grissom oh  boy grissom i got ta get my shift started grissom good luck with the case catherine no  no  no catherine you re not going to just destroy this skull and split grissom you can make a nice mold from the impression catherine i m shorthanded as it is grissom i think sara just wrapped a case grissom if you need her  she s yours,0
4-s05e13,sara wow sara look at you  mr straightedge sara i did not know that your hair could do that greg i look like a dork sara no  no sara no  you look like a pro  which is what you are sara let me guess  a prelim for sherlock  greg yep sara uhhuh sara who s your judge  greg uh  dudley  anderson  sara yeah sara well  not the sharpest tool in the shed sara speak slowly sara use simple terms you re gon na nail it catherine sara catherine you re mine tonight,0
5-s05e13,no dialogue,0
6-s05e13,sara ladies and gentlemen  miss jane doe top catherine my god warrick nice job sara thanks catherine thank you  sara catherine well  doc robbins told me that she had severe trauma to the skull  probably what killed her warrick well  that would explain the blood david found on her shirt warrick mia s running dna right now to find out if it matches the victim  or any suspects  for that matter nick remember  now  she had a broken jaw nick that was 26gauge stainless steel nick it s used to surgically wire jawbones shut sara what s with the fingers  catherine distal phalanges were cut off catherine both vics  both hands catherine i cast tool marks  looks like some kind of opposed blade tool catherine jagged on one side  smooth on the other nick well  if it was premortem  that would support torture warrick yeah  but if it was post  they probably did it to conceal identity hodges hey  you guys still working on that massgrave theory  catherine yeah hodges you know what i like about flesh decomposing in soil  hodges it s predictable hodges the constituent elements diffuse into the ground over time hodges the longer they re there  the lower the concentrations hodges i tested the soil samples nick took from around each body hodges curly sue was on the bottom for at least five years  and flat sally was on top for only two catherine so we ve got a killer who digs a grave  dumps a body  covers it with tar  comes back three years later  digs again and dumps another one on top of it  sara ten to one  it s domestic abuse sara beat up  then shut up,1
7-s05e13,nurse you hitting every er nurse in town  sara seems like it nurse these are all the jaw fractures that came in from two to three years ago sara thank you nurse we do nt get as many of these as we used to sara domestic violence laws have forced men to get smarter about their hitting,0
8-s05e13,andrew_melton why do nt you  uh  you wait for me here  okay  catherine mr melton  take a seat andrew_melton i married  uh  june about a year after svetlana left catherine and when was the last time that you saw svetlana  andrew_melton it was about two years ago andrew_melton she did nt come home one night andrew_melton next thing i know  the cops are knocking down my door andrew_melton i thought something happened to her  but they were there to arrest me andrew_melton for hitting her sara are you saying that you did nt  andrew_melton we were married for three years andrew_melton i never hit her sara why would she lie  andrew_melton i do nt know catherine and then what happened  andrew_melton after that  i andrew_melton i was done andrew_melton i went looking for her to sign the divorce papers  but andrew_melton it was like she fell off the face of the earth sara or got buried a few feet under it andrew_melton look  i took out ads in the newspaper every day for a month andrew_melton she never responded catherine yet you did nt file a missing persons report andrew_melton i d been accused of abuse andrew_melton how would that have looked  sara you seem to care a lot about the way things look  mr melton well  we re gon na need a list of svetlana s friends and family andrew_melton she did nt have any sara she spawned from nothingness  andrew_melton her parents died in some kind of industrial accident in odessa catherine russia  andrew_melton yeah catherine how did the two of you meet  andrew_melton through an agency sara svetlana was a mailorder bride  andrew_melton we were introduced through an agency sara so what happened  the russian agency denied your application for another wife  or  uh  you lost your taste for white meat  sara too tough  andrew_melton you know what  lady  andrew_melton i am not gon na feel bad about my decision andrew_melton i dated american women  like you andrew_melton they do nt want to be anyone s wife  or mother  andrew_melton  you mention the word domestic   they re done with you andrew_melton it s nice to be needed andrew_melton  not resented sara yeah  i find isolation and dependency really sexy  too andrew_melton you know  what  you can think whatever you want sara look  all i am asking is to have a blackandwhite do regular welfare checks catherine did the wife ask for help  sara well  that s kind of hard to do when you do nt speak english and you re a sx slave sara i m sure she does nt know her rights catherine you ca nt arrest someone for marrying the wrong person sara you would know catherine if the guy s an abuser  if he killed his first wife  we will build a case and we will nail him sara and in the meantime  he can just keep using her as a punching bag catherine sara  i was there  there was nt a mark on her sara not that we could see  catherine catherine you know  every time we get a case with a hint of domestic violence or abuse  you go off the deep end catherine what is your problem  sara yeah  i probably do  and you let your sexuality cloud your judgment about men  and i m gon na go over your head conrad_ecklie sidle conrad_ecklie get in my office conrad_ecklie now,1
9-s05e13,conrad_ecklie you are a law enforcement officer and a representative of this city conrad_ecklie that means i expect you to conduct yourself in an appropriate manner  in and away from this lab sara you know what  if this is gon na be one of your for the good of the lab  speeches  do nt bother sara i ve heard them conrad_ecklie just take a seat conrad_ecklie willows is a supervisor  that means you treat her with respect conrad_ecklie insulting her in front of coworkers sara she s not my supervisor conrad_ecklie all right  your superior conrad_ecklie sara  you berate witnesses  you disrespect the people you work with  you luck your way out of a dui conrad_ecklie take a look  you got a half a dozen complaints in your jacket conrad_ecklie and if grissom really documented your performance  there d probably be a dozen more  that s not the kind of person i want in my lab sara the only reason this is your lab is because grissom does nt kiss ass sara you could nt hack it in the field  so you fail your way up  you break up our team  and now you just hang out in the hallways waiting for one of us to screw up conrad_ecklie sidle  you re on oneweek suspension without pay  sara great conrad_ecklie  and when you get back  you re apologizing to catherine sara no  i m not,0
10-s05e13,warrick what s going on around here  catherine i do nt want to talk about it catherine okay  so  this is the jacket that svetlana was wearing the night that she went into the hospital  warrick yeah warrick i pulled it out of the vault from the original abuse charge two years ago warrick most of the blood is svetlana s  although there is a small portion that comes from an unknown male catherine so i ll see if the husband s willing to give us a comparison warrick do nt bother  he already voluntarily gave a sample the night that this happened  and it s not a match catherine so he was telling the truth  warrick eh warrick i did find this  in her pocket warrick is that the husband  catherine nyet warrick well  they re looking pretty friendly here warrick and you could write some teen poetry from the words that are highlighted in this dictionary catherine well  maybe andrew found out that svetlana was nt as lonely as he thought she was,0
