,begin,end,filename,shot_id,transcript
42,00:02:23:00,00:02:24:15,5245830105934359183.xml,43,
43,00:02:24:16,00:02:26:20,5245830105934359183.xml,44,"Funny.  I'm seeing her later,  actually."
44,00:02:26:21,00:02:28:17,5245830105934359183.xml,45,"What, she leave her white stick  in the car? In the Vic for a drink."
45,00:02:28:18,00:02:29:16,5245830105934359183.xml,46,
46,00:02:29:17,00:02:31:06,5245830105934359183.xml,47,
47,00:02:31:07,00:02:33:02,5245830105934359183.xml,48,"Fiona.  Top-looking bird, she is. "
48,00:02:33:03,00:02:35:00,5245830105934359183.xml,49,
49,00:02:35:01,00:02:37:24,5245830105934359183.xml,50,"Yeah, all right, whatever,  we believe you, yeah."
50,00:02:38:00,00:02:55:21,5245830105934359183.xml,51,"It's in there.  Mind the door.  Mind the screen.  What are we doing, opening a cinema? We needed a TV, so I bought one.  Suze, where's all this gear from?  It's been in storage. Maybe you should have left some of it there. You think I'm gonna move in  with a couple of black bin liners?"
51,00:02:55:22,00:03:04:04,5245830105934359183.xml,52,Oi!  Scuff those and I'll sue.  Upstairs.
52,00:03:04:05,00:03:05:22,5245830105934359183.xml,53,
53,00:03:05:23,00:03:10:16,5245830105934359183.xml,54,"What's that?  A pair for every day of  the month? A girl can never have  too many shoes. We don't have room for this.  If you don't like it, you know what you can do..."
54,00:03:10:17,00:03:12:07,5245830105934359183.xml,55,
55,00:03:12:08,00:03:13:22,5245830105934359183.xml,56,"Oh, no, I forgot,  you've nowhere else to go."
56,00:03:13:23,00:03:15:23,5245830105934359183.xml,57,
57,00:03:15:24,00:03:29:16,5245830105934359183.xml,58,"Don't you believe it, I might have  somewhere soon. Good for you but until then,  stop moaning, go outside and bring some stuff in from the van. And move that stuff out  of the front bedroom.  It's mine."
58,00:03:29:17,00:03:32:12,5245830105934359183.xml,59,
59,00:03:32:13,00:03:35:05,5245830105934359183.xml,60,
60,00:03:35:06,00:03:35:13,5245830105934359183.xml,61,
61,00:03:35:14,00:03:38:04,5245830105934359183.xml,62,
62,00:03:38:05,00:03:57:18,5245830105934359183.xml,63,"You OK?  Yeah, I am,  but Max isn't gonna be. "
63,00:03:57:19,00:04:01:09,5245830105934359183.xml,64,Don't forget we've got a scan  on Friday. I haven't.
64,00:04:01:10,00:04:03:20,5245830105934359183.xml,65,Do you think it's  gonna be a girl or a boy?
65,00:04:03:21,00:04:05:23,5245830105934359183.xml,66,Yes.  Funny.
66,00:04:05:24,00:04:08:04,5245830105934359183.xml,67,"I don't really mind which,  to be honest, Rox."
67,00:04:08:05,00:04:13:00,5245830105934359183.xml,68,"But if they can tell us, do  we want them to? Does it matter?"
68,00:04:13:01,00:04:15:02,5245830105934359183.xml,69,"Of course it matters.  As long as it's healthy and everything's OK, fine..."
69,00:04:15:03,00:04:18:07,5245830105934359183.xml,70,So you don't care whether  you have a son or a daughter?
70,00:04:18:08,00:04:20:19,5245830105934359183.xml,71,"We'll just have to wait and see,  won't we? You must prefer a girl or boy."
71,00:04:20:20,00:04:23:04,5245830105934359183.xml,72,
72,00:04:23:05,00:04:26:01,5245830105934359183.xml,73,So which is it?  A boy.
73,00:04:26:02,00:04:30:06,5245830105934359183.xml,74,"Not a girl?  You asked me to make a choice, so I made one."
74,00:04:30:07,00:04:32:04,5245830105934359183.xml,75,
75,00:04:32:05,00:04:33:09,5245830105934359183.xml,76,"You want a boy, not a girl.  Why? "
76,00:04:33:10,00:04:37:21,5245830105934359183.xml,77,"Roxy, I will be delighted  whether it is a girl or a boy."
77,00:04:37:22,00:04:40:22,5245830105934359183.xml,78,
78,00:04:40:23,00:04:44:08,5245830105934359183.xml,79,"So this boy, you got a name?  Can we just drop it, because you're  gonna have a go at me no matter what I say. No, I won't."
79,00:04:44:09,00:04:47:08,5245830105934359183.xml,80,
80,00:04:47:09,00:04:49:04,5245830105934359183.xml,81,"All right then, Tarquin.  Tarquin?"
81,00:04:49:05,00:04:50:22,5245830105934359183.xml,82,
82,00:04:50:23,00:04:52:14,5245830105934359183.xml,83,What sort of a name is Tarquin? 
83,00:04:52:15,00:04:56:08,5245830105934359183.xml,84,"You wanna be  serious about this, do ya? Brian.  Brian Slater."
84,00:04:56:09,00:04:57:10,5245830105934359183.xml,85,
85,00:04:57:11,00:04:58:05,5245830105934359183.xml,86,"No, it's a little bit old-fashioned.  I like it. I don't."
86,00:04:58:06,00:04:59:09,5245830105934359183.xml,87,
87,00:04:59:10,00:05:02:18,5245830105934359183.xml,88,"Now you're making the decisions.  Not Brian! It was my dad's name, Rox."
88,00:05:02:19,00:05:03:14,5245830105934359183.xml,89,
89,00:05:03:15,00:05:06:12,5245830105934359183.xml,90,We ain't using it.  What is wrong with you today? Me?
90,00:05:06:13,00:05:08:12,5245830105934359183.xml,91,Me?  You're the one who  doesn't want a daughter.
91,00:05:08:13,00:05:10:03,5245830105934359183.xml,92,When did I ever say that?!  All you care about is what you want.
92,00:05:10:04,00:05:11:18,5245830105934359183.xml,93,
93,00:05:11:19,00:05:19:10,5245830105934359183.xml,94,"Rox, don't be so stupid, please.  Oh, right,  so I'm stupid now as well now, am I?"
94,00:05:19:11,00:05:21:05,5245830105934359183.xml,95,
95,00:05:21:06,00:05:37:05,5245830105934359183.xml,96,"This is for the week?  Ian said he had to take emergency  tax until you get your P45 sorted. I thought it was cash in hand.  You thought wrong. Now I've got the job proper,  Ian said nothing about tax. Speak to Ian.  I'd earn more sewing logos  on trainers in Bangkok."
96,00:05:37:06,00:05:37:23,5245830105934359183.xml,97,
97,00:05:37:24,00:05:39:16,5245830105934359183.xml,98,"But you wouldn't be supplying your  old man with out-of-date veg, would ya?"
98,00:05:39:17,00:05:40:05,5245830105934359183.xml,99,
99,00:05:40:06,00:05:45:00,5245830105934359183.xml,100,I might emigrate to Poland.  Why don't you come and do  a bit of driving for me?
100,00:05:45:01,00:05:47:03,5245830105934359183.xml,101,"Extra pennies in the pot.  Driving round in circles with some drunk in the back?  No, thanks."
101,00:05:47:04,00:05:49:05,5245830105934359183.xml,102,
102,00:05:49:06,00:05:51:07,5245830105934359183.xml,103,
103,00:05:51:08,00:05:54:17,5245830105934359183.xml,104,"""Thanks Dad, thanks for the offer.""  I'm just trying to help you out, son."
104,00:05:54:18,00:05:56:03,5245830105934359183.xml,105,"Yeah, thanks, but  I've got something else lined up. What? That would be telling."
105,00:05:56:04,00:05:57:24,5245830105934359183.xml,106,
106,00:05:58:00,00:06:04:24,5245830105934359183.xml,107,So what do you reckon?  I reckon I've ordered  too much tomato sauce.
107,00:06:05:00,00:06:08:18,5245830105934359183.xml,108,Fightercise?  Keep-fit.  Boxing.
108,00:06:08:19,00:06:10:13,5245830105934359183.xml,109,
109,00:06:10:14,00:06:19:20,5245830105934359183.xml,110,"Hitting people?  Letting off steam, pin Ian's picture on a punch bag. Tonight?  You'll come?"
110,00:06:19:21,00:06:23:13,5245830105934359183.xml,111,We could tell Ian I am.  Naughty Jane. 
111,00:06:23:14,00:06:37:16,5245830105934359183.xml,112,"You're going out again.  I'm going to this fight thing with  you and... You can go off and get... Oi!  All this lying, sis. Now all we need is for Ian to suss  you.  We could really have some fun."
112,00:06:37:17,00:06:39:09,5245830105934359183.xml,113,
113,00:06:39:10,00:06:41:10,5245830105934359183.xml,114,
114,00:06:41:11,00:06:50:11,5245830105934359183.xml,115,"You don't have to do that.  It's all right, I want to. Working away like a good 'un there.  Anything in the pot? Billy?  VACUUM SWITCHES OFF  Billy!"
115,00:06:50:12,00:06:53:13,5245830105934359183.xml,116,"It's fine, just leave it.  I'm nearly done."
116,00:06:53:14,00:06:55:23,5245830105934359183.xml,117,"Look, why don't you go and  vacuum the living room, then?"
117,00:06:55:24,00:06:58:03,5245830105934359183.xml,118,
118,00:06:58:04,00:07:01:18,5245830105934359183.xml,119,"Billy, love, thanks for helping out.  It looks great."
119,00:07:01:19,00:07:04:04,5245830105934359183.xml,120,Just wanna keep busy.  You know... 
120,00:07:04:05,00:07:06:07,5245830105934359183.xml,121,"Yeah.  I know, darlin'. "
121,00:07:06:08,00:07:10:19,5245830105934359183.xml,122,Got yourself a proper  little housekeeper there.
122,00:07:10:20,00:07:19:01,5245830105934359183.xml,123,"I know he's having it tough but  you asking him to move in... I wanted the lad to know  we were here for him,"
123,00:07:19:02,00:07:23:08,5245830105934359183.xml,124,that he wasn't all on his own.  Of course he's not on his own.
124,00:07:23:09,00:07:26:14,5245830105934359183.xml,125,If he'd have stayed at the flat...  I just couldn't leave him there like  that. You don't know him like I do.
125,00:07:26:15,00:07:28:00,5245830105934359183.xml,126,
126,00:07:28:01,00:07:32:01,5245830105934359183.xml,127,"Now he's gonna be living  with us, I'll get to, won't I?"
127,00:07:32:02,00:07:33:19,5245830105934359183.xml,128,
128,00:07:33:20,00:07:43:00,5245830105934359183.xml,129,
129,00:07:43:01,00:07:48:24,5245830105934359183.xml,130,
130,00:07:49:00,00:07:57:08,5245830105934359183.xml,131,"Blimey, it's a proper date, then?  We're going for a drink.  How much are you paying her? What do you think?  You trying to pull, or get an overdraft?"
131,00:07:57:09,00:08:02:05,5245830105934359183.xml,132,"I want this to go well, you know.  She's really nice. Ah."
132,00:08:02:06,00:08:06:15,5245830105934359183.xml,133,"Shut up.  What about this one? Really?  Yeah, it's nice. You said you hated that one."
133,00:08:06:16,00:08:09:13,5245830105934359183.xml,134,"No, I didn't.  You did. You said he looked like a chocolate orange in it. I never did."
134,00:08:09:14,00:08:11:14,5245830105934359183.xml,135,
135,00:08:11:15,00:08:13:24,5245830105934359183.xml,136,"Yeah, right.  So you don't like it?"
136,00:08:14:00,00:08:14:21,5245830105934359183.xml,137,
137,00:08:14:22,00:08:19:17,5245830105934359183.xml,138,"I didn't, I said, ""What about it?""  Wear the bright orange one."
138,00:08:19:18,00:08:22:23,5245830105934359183.xml,139,"Should I wear it or, what?  I don't care.  I've gotta have a shower."
139,00:08:22:24,00:08:24:00,5245830105934359183.xml,140,Why don't you just  get back to school?
140,00:08:24:01,00:08:24:13,5245830105934359183.xml,141,
141,00:08:24:14,00:08:24:24,5245830105934359183.xml,142,
142,00:08:25:00,00:08:32:00,5245830105934359183.xml,143,I don't know whether she's gonna be  smiling at me or biting my head off. She's pregnant. I had noticed.  It's just I make a  joke and she goes all mental at me.
143,00:08:32:01,00:08:33:00,5245830105934359183.xml,144,
144,00:08:33:01,00:08:42:21,5245830105934359183.xml,145,She's got a little kid growing  inside of her. She's gonna have days when her  hormones are all over the shop.
145,00:08:42:22,00:08:44:17,5245830105934359183.xml,146,"That's good, yeah,  mental mum to nutter wife."
146,00:08:44:18,00:08:47:00,5245830105934359183.xml,147,"You wanna try being a bit more  supportive. I am trying, Billy."
147,00:08:47:01,00:08:50:09,5245830105934359183.xml,148,You'll have this for  the next three months.
148,00:08:50:10,00:08:59:17,5245830105934359183.xml,149,"You know what, I'd get less for GBH.  But if you carry on like that,  she might not stick around when the baby arrives. And you don't want that, trust me. "
149,00:08:59:18,00:09:10:12,5245830105934359183.xml,150,"""A complete workout with  fully-trained instructor..."" A load of blokes in sweaty vests  thinking they're Rocky. We could check it out? "
150,00:09:10:13,00:09:26:21,5245830105934359183.xml,151,"I'd rather jab  pointy things in my eyeballs. What if we went together?  Sounds like it'll be good exercise. Good exercise?  There's no such thing.  What's wrong with getting fit? What for?  To stand on my stall all day? I'm sure I'll manage.  It'll be a giggle...  No, I don't do exercise."
151,00:09:26:22,00:09:29:13,5245830105934359183.xml,152,
152,00:09:29:14,00:09:31:09,5245830105934359183.xml,153,
153,00:09:31:10,00:09:45:06,5245830105934359183.xml,154,"You can get that thought  out of your head. Which one?  The mucky one. So am I gonna get to play  football on Thursday, or what? You want a game?  Yeah, why not? I've got a full team.  You could dump  either Garry or Minty. But I asked them when we were  on our hols, now Clare's gone and Billy's unavailable."
154,00:09:45:07,00:09:48:07,5245830105934359183.xml,155,
155,00:09:48:08,00:09:50:02,5245830105934359183.xml,156,"They're helping me out, they're up  for it. But you're the manager."
156,00:09:50:03,00:09:51:22,5245830105934359183.xml,157,
157,00:09:51:23,00:09:55:10,5245830105934359183.xml,158,"Well, I am.  Then pick the best team. I mean, you've got Ronaldo, or a  choice between Homer Simpson and Barney."
158,00:09:55:11,00:09:59:01,5245830105934359183.xml,159,
159,00:09:59:02,00:10:07:11,5245830105934359183.xml,160,You all done?  Yeah.
160,00:10:07:12,00:10:10:15,5245830105934359183.xml,161,Never really got into the  housekeeping thing myself.
161,00:10:10:16,00:10:11:11,5245830105934359183.xml,162,I just wanna help out. 
162,00:10:11:12,00:10:14:10,5245830105934359183.xml,163,"So, what's next? "
163,00:10:14:11,00:10:15:15,5245830105934359183.xml,164,I don't know. 
164,00:10:15:16,00:10:17:20,5245830105934359183.xml,165,What are you gonna do  about a job and money?
165,00:10:17:21,00:10:22:01,5245830105934359183.xml,166,"I'll ask about,  something might turn up."
166,00:10:22:02,00:10:24:06,5245830105934359183.xml,167,"You can put your hand to  most things, can't you?"
167,00:10:24:07,00:10:26:19,5245830105934359183.xml,168,"Yeah.  Maybe we can help each other out, then."
168,00:10:26:20,00:10:29:10,5245830105934359183.xml,169,
169,00:10:29:11,00:10:31:04,5245830105934359183.xml,170,
170,00:10:31:05,00:10:32:08,5245830105934359183.xml,171,
171,00:10:32:09,00:10:33:10,5245830105934359183.xml,172,
172,00:10:33:11,00:10:43:09,5245830105934359183.xml,173,"Suze, I'm just popping out.  I'll need you to wire in the surround sound. Where's all this money coming from?  Can't a girl treat herself?"
173,00:10:43:10,00:10:44:20,5245830105934359183.xml,174,"I'll do it when I get back, yeah?  Oi, there's loads still to unpack!"
174,00:10:44:21,00:10:46:00,5245830105934359183.xml,175,
175,00:10:46:01,00:10:47:07,5245830105934359183.xml,176,So?  Break the habit of  a lifetime.  Do some work.
176,00:10:47:08,00:10:48:01,5245830105934359183.xml,177,
177,00:10:48:02,00:10:51:13,5245830105934359183.xml,178,Where are you going?  Thought I'd go and say hello to the neighbours.
178,00:10:51:14,00:10:54:00,5245830105934359183.xml,179,
179,00:10:54:01,00:10:57:13,5245830105934359183.xml,180,"Ricky, have you seen my tongs?  No, I ain't. Whit?"
180,00:10:57:14,00:11:01:09,5245830105934359183.xml,181,Have you got my tongs?  Whitney? 
181,00:11:01:10,00:11:17:03,5245830105934359183.xml,182,'What?'  Have you got my tongs? 'Your thongs?'  My hair tongs? 'No.'  What is it with everyone? No-one puts anything back.  And get back to school! 'I've got revision.'  Skiving and being  online all afternoon.
182,00:11:17:04,00:11:19:04,5245830105934359183.xml,183,You're wearing that one?  Yeah.  What?
183,00:11:19:05,00:11:21:16,5245830105934359183.xml,184,
184,00:11:21:17,00:11:23:05,5245830105934359183.xml,185,Nothing.  Liam needs picking up.  And the tap in the bathroom is dripping.
185,00:11:23:06,00:11:24:03,5245830105934359183.xml,186,
186,00:11:24:04,00:11:26:01,5245830105934359183.xml,187,
187,00:11:26:02,00:11:26:23,5245830105934359183.xml,188,"Well, I've got stuff  to do before I go out."
188,00:11:26:24,00:11:29:01,5245830105934359183.xml,189,"You better get a move on,  then, eh?"
189,00:11:29:02,00:11:31:09,5245830105934359183.xml,190,
190,00:11:31:10,00:11:33:12,5245830105934359183.xml,191,
191,00:11:33:13,00:11:34:08,5245830105934359183.xml,192,
192,00:11:34:09,00:11:34:13,5245830105934359183.xml,193,
193,00:11:34:14,00:11:35:05,5245830105934359183.xml,194,
194,00:11:35:06,00:11:35:13,5245830105934359183.xml,195,
195,00:11:35:14,00:11:37:05,5245830105934359183.xml,196,"Is she in?  So you got the letter, then?"
196,00:11:37:06,00:11:38:19,5245830105934359183.xml,197,
197,00:11:38:20,00:11:41:14,5245830105934359183.xml,198,Tanya! 
198,00:11:41:15,00:11:43:12,5245830105934359183.xml,199,
199,00:11:43:13,00:11:45:22,5245830105934359183.xml,200,"I ain't rowing, Max, you got  something to say, you can do it through the solicitor."
200,00:11:45:23,00:12:06:24,5245830105934359183.xml,201,"Getting this...  Tan, if you want to petition  for a divorce, then... ..then OK.  OK?  Yeah. What, just like that?  You've come  over here to say it's OK?  That's it?"
201,00:12:07:00,00:12:39:05,5245830105934359183.xml,202,"..well, I'd give anything for things  to be different, but they ain't, are they? So I'm supposed to believe you're  happy about getting a divorce? No, of course I ain't happy.  I still love you, Tan.  I probably  ain't gonna love anyone else. But I ain't gonna put you and the  girls through all this again, am I? So you're not gonna contest it?  No.  If you want a divorce, then  I'll put my hands up to everything. Tan, I ain't gonna be happy  until you are,"
202,00:12:39:06,00:12:42:06,5245830105934359183.xml,203,and it's taken me a long time to  realise that the only way I can do that is to let you go.
203,00:12:42:07,00:12:44:09,5245830105934359183.xml,204,
204,00:12:44:10,00:12:47:10,5245830105934359183.xml,205,
205,00:12:47:11,00:12:50:23,5245830105934359183.xml,206,
206,00:12:50:24,00:12:53:00,5245830105934359183.xml,207,
207,00:12:53:01,00:13:16:17,5245830105934359183.xml,208,"Anything else?  Snacks, peanuts, crisps?  No, nothing. OK. 'Ere, what are you doing behind  here? Working.  Archie said...  Where is he?  He's gone out. I won't let you down, Peg.  I need this. Billy, I...  He said it was all sorted."
208,00:13:16:18,00:13:28:19,5245830105934359183.xml,209,"Oi, what you playing at?  The big noble speeches, waving the white flag. You think Tanya's stupid enough  to buy that?  Cos she ain't. I just wanted to be honest."
209,00:13:28:20,00:13:31:00,5245830105934359183.xml,210,"Sure, just roll over, let  me and Tanya get on with it?"
210,00:13:31:01,00:13:34:13,5245830105934359183.xml,211,All I want  is for all of us to move on.
211,00:13:34:14,00:13:37:17,5245830105934359183.xml,212,"Whatever games you think  you're gonna play,"
212,00:13:37:18,00:13:39:17,5245830105934359183.xml,213,"forget it, right, cos you're not  gonna mess things up."
213,00:13:39:18,00:13:41:24,5245830105934359183.xml,214,"Careful, Jack, you're getting  paranoid."
214,00:13:42:00,00:13:43:11,5245830105934359183.xml,215,
215,00:13:43:12,00:13:44:01,5245830105934359183.xml,216,Maybe it is all over.  Maybe I have changed.
216,00:13:44:02,00:13:45:20,5245830105934359183.xml,217,
217,00:13:45:21,00:13:46:22,5245830105934359183.xml,218,
218,00:13:46:23,00:13:48:05,5245830105934359183.xml,219,
219,00:13:48:06,00:13:49:11,5245830105934359183.xml,220,Jack. 
220,00:13:49:12,00:13:51:17,5245830105934359183.xml,221,"You all right?  Oh, I forgot to say, me and Suzy just moved in."
221,00:13:51:18,00:13:53:19,5245830105934359183.xml,222,
222,00:13:53:20,00:13:55:12,5245830105934359183.xml,223,You could help us unpack if you want. 
223,00:13:55:13,00:13:57:04,5245830105934359183.xml,224,"Coffee?  I could do with  a break. No, I've gotta get back."
224,00:13:57:05,00:13:57:20,5245830105934359183.xml,225,
225,00:13:57:21,00:13:58:00,5245830105934359183.xml,226,
226,00:13:58:01,00:13:59:20,5245830105934359183.xml,227,I've got some biscuits. 
227,00:13:59:21,00:14:03:02,5245830105934359183.xml,228,"Another time, yeah?  All right, just pop in whenever you like. "
228,00:14:03:03,00:14:06:15,5245830105934359183.xml,229,
229,00:14:06:16,00:14:07:23,5245830105934359183.xml,230,I'll be clocking your every move. 
230,00:14:07:24,00:14:09:11,5245830105934359183.xml,231,"Yeah?  Well, all you gotta do  is look out the window."
231,00:14:09:12,00:14:09:24,5245830105934359183.xml,232,
232,00:14:10:00,00:14:11:03,5245830105934359183.xml,233,
233,00:14:11:04,00:14:14:14,5245830105934359183.xml,234,
234,00:14:14:15,00:14:17:01,5245830105934359183.xml,235,
235,00:14:17:02,00:14:38:13,5245830105934359183.xml,236,"What?  MUSIC SWITCHES OFF Nothing.  I was just thinking,  Bianca trying to get me to go out looking like a muppet. Don't worry, mate, you can  pull that off yourself. So what IS this? "
236,00:14:38:14,00:14:40:12,5245830105934359183.xml,237,You nervous about your big date? 
237,00:14:40:13,00:14:41:17,5245830105934359183.xml,238,Has she said anything to you? 
238,00:14:41:18,00:14:42:11,5245830105934359183.xml,239,
239,00:14:42:12,00:14:44:22,5245830105934359183.xml,240,About what?  About me.
240,00:14:44:23,00:14:47:24,5245830105934359183.xml,241,"You keep missing  the toilet when you have a pee. That was Liam.  Yeah, sure it was."
241,00:14:48:00,00:14:49:21,5245830105934359183.xml,242,
242,00:14:49:22,00:14:51:12,5245830105934359183.xml,243,"Since I said I was going out with  this Fiona bird, she's been a bit..."
243,00:14:51:13,00:14:52:24,5245830105934359183.xml,244,
244,00:14:53:00,00:14:54:02,5245830105934359183.xml,245,
245,00:14:54:03,00:14:57:20,5245830105934359183.xml,246,"You think she's jealous?  No, but she's just..."
246,00:14:57:21,00:15:01:19,5245830105934359183.xml,247,I dunno...  You were there first.
247,00:15:01:20,00:15:03:08,5245830105934359183.xml,248,Before Tony or  any of the others were around.
248,00:15:03:09,00:15:05:09,5245830105934359183.xml,249,"I can't imagine what, but you  must have had something once."
249,00:15:05:10,00:15:10:05,5245830105934359183.xml,250,"Yeah, we did. "
250,00:15:10:06,00:15:24:24,5245830105934359183.xml,251,"You ain't gonna be horrible to him  again, are you?  Please, not while I'm here. Don't be so stupid.  Who's stupid?"
251,00:15:25:00,00:15:27:11,5245830105934359183.xml,252,I never said that!  So you do like him?
252,00:15:27:12,00:15:31:03,5245830105934359183.xml,253,I think he's a cocky prat. 
253,00:15:31:04,00:15:35:01,5245830105934359183.xml,254,"He seems all right.  You'll be up for this, won't you, Bradley?"
254,00:15:35:02,00:15:36:04,5245830105934359183.xml,255,
255,00:15:36:05,00:15:38:04,5245830105934359183.xml,256,"Fightercise?  I wanna go, but not on my own."
256,00:15:38:05,00:15:41:04,5245830105934359183.xml,257,
257,00:15:41:05,00:15:47:22,5245830105934359183.xml,258,"It's not really my thing...  Stace, why don't you go with her?  No, Stacey don't do exercise,  do you?"
258,00:15:47:23,00:15:50:18,5245830105934359183.xml,259,"No, but your jaw does.  Right, so you just turn up and fight someone?"
259,00:15:50:19,00:15:56:07,5245830105934359183.xml,260,"No, it's all working out,  skipping and that."
260,00:15:56:08,00:16:00:02,5245830105934359183.xml,261,Skipping?  I think you should go.  I  can see you doing a bit of skipping.
261,00:16:00:03,00:16:03:01,5245830105934359183.xml,262,"Please, Bradley, come with me. "
262,00:16:03:02,00:16:03:15,5245830105934359183.xml,263,Er...  Stace? 
263,00:16:03:16,00:16:03:23,5245830105934359183.xml,264,
264,00:16:03:24,00:16:07:23,5245830105934359183.xml,265,Don't look at me.  I don't  need to go to no Fightercise if I wanna smack someone in the mouth.
265,00:16:07:24,00:16:09:14,5245830105934359183.xml,266,
266,00:16:09:15,00:16:12:07,5245830105934359183.xml,267,
267,00:16:12:08,00:16:13:12,5245830105934359183.xml,268,
268,00:16:13:13,00:16:13:17,5245830105934359183.xml,269,
269,00:16:13:18,00:16:17:22,5245830105934359183.xml,270,Where are you going?  Get out the way somewhere. I thought you were working the bar?
270,00:16:17:23,00:16:18:01,5245830105934359183.xml,271,
271,00:16:18:02,00:16:19:06,5245830105934359183.xml,272,
272,00:16:19:07,00:16:21:06,5245830105934359183.xml,273,
273,00:16:21:07,00:16:26:21,5245830105934359183.xml,274,"Peggy didn't seem  too happy about it. What's she said?  Nothing, nothing, I just don't wanna upset her. No-one's upsetting anybody."
274,00:16:26:22,00:16:29:24,5245830105934359183.xml,275,She's good to me.  I don't want her  to think I'm going behind her back.
275,00:16:30:00,00:16:33:14,5245830105934359183.xml,276,"Hey, look, you are as much a part  of things round here as anyone."
276,00:16:33:15,00:16:37:06,5245830105934359183.xml,277,"Yeah, right.  This pub needs someone like you, Billy."
277,00:16:37:07,00:16:40:02,5245830105934359183.xml,278,"I've seen you with people, they like  you, you draw them in. Really?"
278,00:16:40:03,00:16:45:23,5245830105934359183.xml,279,"You think I'm making it up?  I can see it in you, you've got  that look, you're a real Mitchell."
279,00:16:45:24,00:16:48:07,5245830105934359183.xml,280,
280,00:16:48:08,00:16:51:11,5245830105934359183.xml,281,Peggy wouldn't see it like that. 
281,00:16:51:12,00:16:52:23,5245830105934359183.xml,282,Do you wanna work here? 
